ABRIL 2021 (DADES REDASH
Dia	Hora	Temperatura modul	Irradiación (W/m2)	Isc en la radiación (A)	Isc a la temperatura (A)	Voc en la temperatura (V)	Imp temp (A)	Vmp temp (V)	P unitaria temp (W)	Potencia parque calculada con temperatura (kW)	Potencia parque calculada con temperatura kW con degradación placas	Potencia corregida comptadors (valor referencia)	Potencia instantanea inversors (W)	Potencia instantanea inversors (kW)	Diferencia inversors vs Pcalculada
2021-04-09	16:55:00+02:00	36,40	235,00	2,05625	2,14403	36,2831616	2,02641464	28,9881344	58,7419799344476	507,5307066	433,938754143	423,958162797711	41.690,00	416,90	-3,93%
2021-04-09	17:00:00+02:00	33,80	261,00	2,28375	2,35151	36,6291072	2,22251288	29,2645248	65,0407832950794	561,9523677	480,4692743835	469,41848107268	47.478,00	474,78	-1,18%
2021-04-09	17:05:00+02:00	33,80	293,00	2,56375	2,63151	36,6291072	2,48715288	29,2645248	72,7853471381514	628,8653993	537,6799164015	525,313278324266	59.007,00	590,07	9,74%
2021-04-09	17:10:00+02:00	34,00	258,00	2,2575	2,3268	36,602496	2,1991584	29,243264	64,3105696690176	555,6433219	475,0750402245	464,148314299337	45.989,00	459,89	-3,20%
2021-04-09	17:15:00+02:00	32,20	231,00	2,02125	2,07669	36,8419968	1,96276872	29,4346112	57,7733341487217	499,161607	426,783173985	416,967160983345	40.898,00	408,98	-4,17%
2021-04-09	17:20:00+02:00	31,10	338,00	2,9575	3,00447	36,9883584	2,83965336	29,5515456	83,9161457562332	725,0354993	619,9053519015	605,647528807766	64.586,00	645,86	4,19%
2021-04-09	17:25:00+02:00	34,60	601,00	5,25875	5,33267	36,5226624	5,04013496	29,1794816	147,068525326837	1270,672059	1086,424610445	1061,43684440477	110.281,00	1.102,81	1,51%
2021-04-09	17:30:00+02:00	38,20	638,00	5,5825	5,68414	36,0436608	5,37232432	28,7967872	154,705680212425	1336,657077	1142,841800835	1116,5564394158	114.800,00	1.148,00	0,45%
2021-04-09	17:35:00+02:00	40,20	543,00	4,75125	4,86829	35,7775488	4,60122952	28,5841792	131,52236914001	1136,353269	971,582044995	949,235657960115	96.966,00	969,66	-0,20%
2021-04-09	17:40:00+02:00	39,40	470,00	4,1125	4,22338	35,8839936	3,99169744	28,6692224	114,438861660871	988,7517647	845,3827588185	825,938955365675	84.473,00	844,73	-0,08%
2021-04-09	17:45:00+02:00	38,50	485,00	4,24375	4,3477	36,003744	4,1091976	28,764896	118,20064160745	1021,253543	873,171779265	853,088828341905	87.622,00	876,22	0,35%
2021-04-09	17:50:00+02:00	37,20	430,00	3,7625	3,85644	36,1767168	3,64488672	28,9030912	105,348493281829	910,210982	778,23038961	760,33109064897	77.944,00	779,44	0,16%
2021-04-09	17:55:00+02:00	36,10	397,00	3,47375	3,55922	36,3230784	3,36397136	29,0200256	97,6225349848668	843,4587023	721,1571904665	704,570575085771	72.108,00	721,08	-0,01%
2021-04-09	18:00:00+02:00	36,10	435,00	3,80625	3,89172	36,3230784	3,67823136	29,0200256	106,742368229923	922,2540615	788,5272225825	770,391096463103	79.487,00	794,87	0,80%
2021-04-09	18:05:00+02:00	37,00	453,00	3,96375	4,05615	36,203328	3,8336412	28,924352	110,885587510502	958,0514761	819,1340120655	800,293929787993	82.168,00	821,68	0,31%
2021-04-09	18:10:00+02:00	36,70	440,00	3,85	3,94009	36,2432448	3,72394792	28,9562432	107,831541635654	931,6645197	796,5731643435	778,2519815636	79.832,00	798,32	0,22%
2021-04-09	18:15:00+02:00	35,80	395,00	3,45625	3,53941	36,3629952	3,34524808	29,0519168	97,1858688955198	839,6859073	717,9314507415	701,419027374446	71.439,00	714,39	-0,49%
2021-04-09	18:20:00+02:00	35,50	398,00	3,4825	3,56335	36,402912	3,3678748	29,083808	97,9506240512384	846,2933918	723,580849989	706,938490439253	72.723,00	727,23	0,50%
2021-04-09	18:25:00+02:00	34,20	378,00	3,3075	3,37834	36,5758848	3,19301392	29,2220032	93,3062629878845	806,1661122	689,272025931	673,418769334587	69.503,00	695,03	0,84%
2021-04-09	18:30:00+02:00	34,50	366,00	3,2025	3,27565	36,535968	3,0959572	29,190112	90,3713374152064	780,8083553	667,5911437815	652,236547474526	67.291,00	672,91	0,80%
2021-04-09	18:35:00+02:00	33,60	374,00	3,2725	3,33872	36,6557184	3,15556736	29,2857856	92,413269151318	798,4506455	682,6753019025	666,973769958743	68.989,00	689,89	1,06%
2021-04-09	18:40:00+02:00	32,70	302,00	2,6425	2,70179	36,7754688	2,55357752	29,3814592	75,0278337179172	648,2404833	554,2456132215	541,497964117406	55.667,00	556,67	0,44%
2021-04-09	18:45:00+02:00	31,60	245,00	2,14375	2,19457	36,9218304	2,07418216	29,4983936	61,1850417537782	528,6387608	451,986140484	441,590459252868	44.888,00	448,88	-0,69%
2021-04-09	18:50:00+02:00	30,10	207,00	1,81125	1,85052	37,1214144	1,74900576	29,6578496	51,8717497796137	448,1719181	383,1869899755	374,373689206064	37.121,00	371,21	-3,13%
2021-04-09	18:55:00+02:00	28,60	191,00	1,67125	1,69897	37,3209984	1,60576936	29,8173056	47,8797157302364	413,6807439	353,6970360345	345,562004205706	34.445,00	344,45	-2,61%
2021-04-09	19:00:00+02:00	27,70	180,00	1,575	1,59579	37,4407488	1,50824952	29,9129792	45,11623652017	389,8042835	333,2826623925	325,617161157473	32.273,00	322,73	-3,17%
2021-04-09	19:05:00+02:00	27,40	164,00	1,435	1,45348	37,4806656	1,37374624	29,9448704	41,1366531192873	355,420683	303,884683965	296,895336233805	29.410,00	294,10	-3,22%
2021-04-09	19:10:00+02:00	26,90	148,00	1,295	1,30963	37,5471936	1,23778744	29,9980224	37,1311753515587	320,813355	274,295418525	267,986623898925	26.336,00	263,36	-3,99%
2021-04-09	19:15:00+02:00	26,00	138,00	1,2075	1,2152	37,666944	1,1485376	30,093696	34,5637413789696	298,6307255	255,3292703025	249,456697085542	24.228,00	242,28	-5,11%
2021-04-09	19:20:00+02:00	25,60	124,00	1,085	1,08962	37,7201664	1,02984656	30,1362176	31,0356800267715	268,1482754	229,266775467	223,993639631259	21.865,00	218,65	-4,63%
2021-04-09	19:25:00+02:00	25,00	119,00	1,04125	1,04125	37,8	0,98413	30,2	29,720726	256,7870726	219,552947073	214,503229290321	20.957,00	209,57	-4,55%
2021-04-09	19:30:00+02:00	24,80	100,00	0,875	0,87346	37,8266112	0,82554448	30,2212608	24,9489950320804	215,5593171	184,3032161205	180,064242149729	17.239,00	172,39	-6,46%
2021-04-09	19:35:00+02:00	24,00	95,00	0,83125	0,82355	37,933056	0,7783724	30,306304	23,5895905796096	203,8140626	174,261023523	170,253019981971	16.213,00	162,13	-6,96%
2021-04-09	19:40:00+02:00	23,60	97,00	0,84875	0,83797	37,9862784	0,79200136	30,3488256	24,0363111496028	207,6737283	177,5610376965	173,477133829481	16.773,00	167,73	-5,54%
2021-04-09	19:45:00+02:00	23,90	123,00	1,07625	1,06778	37,9463616	1,00920464	30,3169344	30,5959908670556	264,3493611	226,0187037405	220,820273554469	22.144,00	221,44	-2,03%
2021-04-09	19:50:00+02:00	24,10	142,00	1,2425	1,23557	37,9197504	1,16779016	30,2956736	35,3789895206518	305,6744695	261,3516714225	255,340582979783	25.717,00	257,17	-1,60%
2021-04-09	19:55:00+02:00	25,10	128,00	1,12	1,12077	37,7866944	1,05928776	30,1893696	31,9792296993961	276,3005446	236,236965633	230,803515423441	22.944,00	229,44	-2,88%
2021-04-09	20:00:00+02:00	24,50	124,00	1,085	1,08115	37,866528	1,0218412	30,253152	30,9139171434624	267,0962441	228,3672887055	223,114841065273	22.910,00	229,10	0,32%
2021-04-09	20:05:00+02:00	24,20	101,00	0,88375	0,87759	37,9064448	0,82944792	30,2850432	25,1198660893501	217,035643	185,565474765	181,297468845405	18.018,00	180,18	-2,90%
2021-04-09	20:10:00+02:00	23,80	80,00	0,7	0,69076	37,9596672	0,65286688	30,3275648	19,7998626089738	171,0708129	146,2655450295	142,901437493822	13.824,00	138,24	-5,49%
2021-04-09	20:15:00+02:00	23,00	63,00	0,55125	0,53585	38,066112	0,5064548	30,412608	15,4026113021184	133,0785617	113,7821702535	111,16518033767	10.565,00	105,65	-7,15%
2021-04-09	20:20:00+02:00	21,70	48,00	0,42	0,39459	38,2390848	0,37294392	30,5508032	11,3937363045565	98,44188167	84,16780882785	82,2319492248095	7.692,00	76,92	-8,61%
2021-04-09	20:25:00+02:00	21,30	37,00	0,32375	0,29526	38,2923072	0,27906288	30,5933248	8,53746132746342	73,76366587	63,06793431885	61,6173718295165	5.927,00	59,27	-6,02%
2021-04-09	20:30:00+02:00	20,10	28,00	0,245	0,20727	38,4519744	0,19589976	30,7208896	6,0182148996265	51,99737673	44,45775710415	43,4352286907546	3.920,00	39,20	-11,83%
2021-04-09	20:35:00+02:00	19,80	19,00	0,16625	0,12621	38,4918912	0,11928648	30,7527808	3,66839097184358	31,694898	27,09913779	26,47585762083	2.459,00	24,59	-9,26%
2021-04-09	20:40:00+02:00	18,90	13,00	0,11375	0,06678	38,6116416	0,06311664	30,8484544	1,94705079092122	16,82251883	14,38325359965	14,052438766858	1.710,00	17,10	18,89%
2021-04-09	20:45:00+02:00	18,50	7,00	0,06125	0,0112	38,664864	0,0105856	30,890976	0,3269995155456	2,825275814	2,41561082097	2,36005177208769	285,00	2,85	17,98%
2021-04-09	20:50:00+02:00	17,90	4,00	0,035	-0,01967	38,7446976	-0,01859096	30,9547584	-0,575478675224064	-4,972135754	-4,25117606967	-4,15339902006759	70,00	0,70	-116,47%
2021-04-09	20:55:00+02:00	17,20	2,00	0,0175	-0,04256	38,8378368	-0,04022528	31,0291712	-1,24815709968794	-10,78407734	-9,2203861257	-9,0083172448089	5,00	0,05	-100,54%
2021-04-09	21:00:00+02:00	17,00	1,00	0,00875	-0,05285	38,864448	-0,0499508	31,050432	-1,5509939187456	-13,40058746	-11,4575022783	-11,1939797258991	0,00	0,00	-100,00%
2021-04-09	21:05:00+02:00	16,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:10:00+02:00	16,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:15:00+02:00	16,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:20:00+02:00	16,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:25:00+02:00	16,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:30:00+02:00	16,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:35:00+02:00	16,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:40:00+02:00	16,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:45:00+02:00	15,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:50:00+02:00	15,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	21:55:00+02:00	15,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:00:00+02:00	15,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:05:00+02:00	15,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:10:00+02:00	15,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:15:00+02:00	15,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:20:00+02:00	15,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:25:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:30:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:35:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:40:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:45:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:50:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	22:55:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:00:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:05:00+02:00	13,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:10:00+02:00	13,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:15:00+02:00	13,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:20:00+02:00	13,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:25:00+02:00	13,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:30:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:35:00+02:00	14,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:40:00+02:00	15,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:45:00+02:00	15,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:50:00+02:00	15,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-09	23:55:00+02:00	15,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:00:00+02:00	15,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:05:00+02:00	15,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:10:00+02:00	15,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:15:00+02:00	15,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:20:00+02:00	15,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:25:00+02:00	15,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:30:00+02:00	15,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:35:00+02:00	15,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:40:00+02:00	15,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:45:00+02:00	15,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:50:00+02:00	15,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	00:55:00+02:00	15,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:00:00+02:00	14,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:05:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:10:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:15:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:20:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:25:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:30:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:35:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:40:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:45:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:50:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	01:55:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:00:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:05:00+02:00	13,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:10:00+02:00	13,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:15:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:20:00+02:00	13,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:25:00+02:00	12,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:30:00+02:00	12,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:35:00+02:00	12,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:40:00+02:00	12,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:45:00+02:00	12,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:50:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	02:55:00+02:00	12,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:00:00+02:00	12,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:05:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:10:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:15:00+02:00	13,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:20:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:25:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:30:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:35:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:40:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:45:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:50:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	03:55:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:00:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:05:00+02:00	14,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:10:00+02:00	14,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:15:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:20:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:25:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:30:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:35:00+02:00	14,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:40:00+02:00	14,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:45:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:50:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	04:55:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:00:00+02:00	12,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:05:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:10:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:15:00+02:00	12,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:20:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:25:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:30:00+02:00	13,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:35:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:40:00+02:00	13,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:45:00+02:00	13,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:50:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	05:55:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:00:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:05:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:10:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:15:00+02:00	12,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:20:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:25:00+02:00	12,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:30:00+02:00	12,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:35:00+02:00	12,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:40:00+02:00	12,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:45:00+02:00	12,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:50:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	06:55:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:00:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:05:00+02:00	13,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:10:00+02:00	13,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:15:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:20:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:25:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:30:00+02:00	12,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:35:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:40:00+02:00	12,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-10	07:45:00+02:00	11,80	1,00	0,00875	-0,09289	39,5563392	-0,08779432	31,6032128	-2,7745825775913	-23,97239347	-20,49639641685	-20,0249792992625	0,00	0,00	-100,00%
2021-04-10	07:50:00+02:00	11,60	1,00	0,00875	-0,09443	39,5829504	-0,08924984	31,6244736	-2,82247920888422	-24,38622036	-20,8502184078	-20,3706633844206	0,00	0,00	-100,00%
2021-04-10	07:55:00+02:00	11,50	3,00	0,02625	-0,0777	39,596256	-0,0734376	31,635104	-2,3232061135104	-20,07250082	-17,1619882011	-16,7672624724747	0,00	0,00	-100,00%
2021-04-10	08:00:00+02:00	11,80	5,00	0,04375	-0,05789	39,5563392	-0,05471432	31,6032128	-1,7291482981673	-14,9398413	-12,7735643115	-12,4797723323355	0,00	0,00	-100,00%
2021-04-10	08:05:00+02:00	12,00	11,00	0,09625	-0,00385	39,529728	-0,0036388	31,581952	-0,1149204069376	-0,9929123159	-0,8489400300945	-0,829414409402327	0,00	0,00	-100,00%
2021-04-10	08:10:00+02:00	12,30	17,00	0,14875	0,05096	39,4898112	0,04816448	31,5500608	1,51959227240038	13,12927723	11,22553203165	10,9673447949221	2.341,00	23,41	108,54%
2021-04-10	08:15:00+02:00	12,60	23,00	0,20125	0,10577	39,4498944	0,09996776	31,5181696	3,1508008142121	27,22291903	23,27559577065	22,740257067925	3.220,00	32,20	38,34%
2021-04-10	08:20:00+02:00	12,50	28,00	0,245	0,14875	39,4632	0,14059	31,5288	4,432633992	38,29795769	32,74475382495	31,9916244869761	4.136,00	41,36	26,31%
2021-04-10	08:25:00+02:00	12,90	31,00	0,27125	0,17808	39,4099776	0,16831104	31,4862784	5,29948826323354	45,78757859	39,14837969445	38,2479669614777	5.067,00	50,67	29,43%
2021-04-10	08:30:00+02:00	13,20	36,00	0,315	0,22414	39,3700608	0,21184432	31,4543872	6,6634332674007	57,57206343	49,22411423265	48,0919596052991	5.982,00	59,82	21,53%
2021-04-10	08:35:00+02:00	14,10	47,00	0,41125	0,32732	39,2503104	0,30936416	31,3587136	9,70126209154458	83,81890447	71,66516332185	70,0168645654475	7.655,00	76,55	6,82%
2021-04-10	08:40:00+02:00	14,60	53,00	0,46375	0,38367	39,1837824	0,36262296	31,3055616	11,3521154118543	98,08227716	83,8603469718	81,9315589914486	8.896,00	88,96	6,08%
2021-04-10	08:45:00+02:00	15,20	59,00	0,51625	0,44079	39,1039488	0,41660952	31,2417792	13,015622636458	112,4549796	96,149007558	93,937580384166	9.936,00	99,36	3,34%
2021-04-10	08:50:00+02:00	15,50	60,00	0,525	0,45185	39,064032	0,4270628	31,209888	13,3285821569664	115,1589498	98,460902079	96,196301331183	9.816,00	98,16	-0,31%
2021-04-10	08:55:00+02:00	16,10	61,00	0,53375	0,46522	38,9841984	0,43969936	31,1461056	13,6949226988124	118,3241321	101,1671329455	98,8402888877535	10.330,00	103,30	2,11%
2021-04-10	09:00:00+02:00	16,60	65,00	0,56875	0,50407	38,9176704	0,47641816	31,0929536	14,8132477430774	127,9864605	109,4284237275	106,911569981768	10.859,00	108,59	-0,77%
2021-04-10	09:05:00+02:00	16,70	67,00	0,58625	0,52234	38,9043648	0,49368592	31,0823232	15,3449053247293	132,579982	113,35588461	110,74869926397	11.142,00	111,42	-1,71%
2021-04-10	09:10:00+02:00	17,00	72,00	0,63	0,5684	38,864448	0,5372192	31,050432	16,6808882386944	144,1228744	123,225057612	120,390881286924	12.170,00	121,70	-1,24%
